type,value,article_count,sources
cves,CVE-2025-27915,1,https://www.rapid7.com/blog/post/ve-business-email-compromise-rewriting-reality-zimbra-cve
cves,CVE-2025-24799,1,https://blog.talosintelligence.com/ransomware-incidents-in-japan-in-the-first-half-of-2026/
cves,CVE-2025-6625,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-04
cves,CVE-2025-2479,1,https://blog.talosintelligence.com/ransomware-incidents-in-japan-in-the-first-half-of-2026/
cves,CVE-2024-45519,1,https://www.rapid7.com/blog/post/ve-business-email-compromise-rewriting-reality-zimbra-cve
cves,CVE-2024-42392,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-05
cves,CVE-2024-42391,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-05
cves,CVE-2024-42386,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-05
cves,CVE-2024-42385,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-05
cves,CVE-2024-42384,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-05
cves,CVE-2024-7941,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-03
cves,CVE-2024-7940,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-03
cves,CVE-2024-4872,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-03
cves,CVE-2024-3982,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-03
cves,CVE-2024-3980,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-03
cves,CVE-2023-37580,1,https://www.rapid7.com/blog/post/ve-business-email-compromise-rewriting-reality-zimbra-cve
cves,CVE-2022-37042,1,https://www.rapid7.com/blog/post/ve-business-email-compromise-rewriting-reality-zimbra-cve
cves,CVE-2022-27925,1,https://www.rapid7.com/blog/post/ve-business-email-compromise-rewriting-reality-zimbra-cve
cves,CVE-2022-3437,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2020-1472,1,https://blog.talosintelligence.com/ransomware-incidents-in-japan-in-the-first-half-of-2026/
ips,3.2.0.0,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-06
ips,3.2.4.1,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-06
ips,17.1.3.5,1,https://www.rapid7.com/blog/post/etr-cve-2026-94127-critical-unauthenticated-rce-in-f5-big-ip-apm
ips,17.5.1.9,1,https://www.rapid7.com/blog/post/etr-cve-2026-94127-critical-unauthenticated-rce-in-f5-big-ip-apm
ips,21.1.0.2,1,https://www.rapid7.com/blog/post/etr-cve-2026-94127-critical-unauthenticated-rce-in-f5-big-ip-apm
domains,2017.successful,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-06
domains,aact.exe,1,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/
domains,adodb.stream,1,https://isc.sans.edu/diary/rss/33348
domains,agents.md,1,https://isc.sans.edu/diary/rss/33332
domains,api.deepseek.com,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
domains,api.mistral.ai,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
domains,assembly.load,1,https://isc.sans.edu/diary/rss/33348
domains,bjmnsj.invoke,1,https://isc.sans.edu/diary/rss/33348
domains,cdn.discordapp.com,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
domains,cgit.git.savannah.gnu.org,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-02
domains,cloudflared.exe,1,https://www.microsoft.com/en-us/security/blog/2026/09/24/beyond-ransomware-tracking-storm-2570-consistent-tradecraft-across-deployments/
domains,cmssnmptrap.sh,1,https://www.rapid7.com/blog/post/pt-metasploit-wrap-up-goes-to-sixteen
domains,conhost.exe,1,https://isc.sans.edu/diary/rss/33348
domains,content.js,1,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/
domains,cryptography.aesm,1,https://isc.sans.edu/diary/rss/33348
domains,cybr.sec.con,1,https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
domains,deadman.py,1,https://blog.talosintelligence.com/ransomware-incidents-in-japan-in-the-first-half-of-2026/
domains,detailsearch.page,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-02
domains,dev.to,1,https://isc.sans.edu/diary/rss/33352
domains,digital-watchdog.com,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-01
domains,docs.metasploit.com,1,https://www.rapid7.com/blog/post/pt-metasploit-wrap-up-goes-to-sixteen
domains,domainlify.net,1,https://www.microsoft.com/en-us/security/blog/2026/09/10/protecting-organizations-ai-assisted-executive-impersonation-invoice-fraud/
domains,earlyburb.exe,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
domains,eemusicclass.co.uk,1,https://www.microsoft.com/en-us/security/blog/2026/09/10/protecting-organizations-ai-assisted-executive-impersonation-invoice-fraud/
domains,enmcjw.iv,1,https://isc.sans.edu/diary/rss/33348
domains,enmcjw.key,1,https://isc.sans.edu/diary/rss/33348
domains,enmcjw.mode,1,https://isc.sans.edu/diary/rss/33348
domains,enmcjw.padding,1,https://isc.sans.edu/diary/rss/33348
domains,exodus.wallet,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
domains,gitlab.com,1,https://www.rapid7.com/blog/post/etr-cve-2026-85706-critical-gitlab-path-traversal-exploited-in-the-wild
domains,gohno-final.exe,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
domains,horizon3.ai,1,https://www.rapid7.com/blog/post/pt-metasploit-wrap-up-goes-to-sixteen
domains,http.jl,1,https://isc.sans.edu/diary/rss/33352
domains,http.method,1,https://isc.sans.edu/diary/rss/33352
domains,iehub.eu1.edge.siemens.cloud,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-06
domains,io.file,1,https://isc.sans.edu/diary/rss/33348
domains,ip.txt,1,https://www.microsoft.com/en-us/security/blog/2026/09/24/beyond-ransomware-tracking-storm-2570-consistent-tradecraft-across-deployments/
domains,isc.sans.edu,4,https://isc.sans.edu/diary/rss/33332 | https://isc.sans.edu/diary/rss/33336 | https://isc.sans.edu/diary/rss/33348 | https://isc.sans.edu/diary/rss/33352
domains,learn.microsoft.com,1,https://isc.sans.edu/diary/rss/33348
domains,left.onpremsid,1,https://www.microsoft.com/en-us/security/blog/2026/09/22/unmasking-eviltokens-getting-to-the-root-of-device-code-phishing/
domains,left.recipientobjectid,1,https://www.microsoft.com/en-us/security/blog/2026/09/22/unmasking-eviltokens-getting-to-the-root-of-device-code-phishing/
domains,left.remoteurl,1,https://www.microsoft.com/en-us/security/blog/2026/09/22/unmasking-eviltokens-getting-to-the-root-of-device-code-phishing/
domains,lifeones.com,1,https://www.microsoft.com/en-us/security/blog/2026/09/10/protecting-organizations-ai-assisted-executive-impersonation-invoice-fraud/
domains,logins.json,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
domains,lohnsteuerhilfe-aktuell-verein.de,1,https://www.microsoft.com/en-us/security/blog/2026/09/10/protecting-organizations-ai-assisted-executive-impersonation-invoice-fraud/
domains,lsass.exe,1,https://www.microsoft.com/en-us/security/blog/2026/09/24/beyond-ransomware-tracking-storm-2570-consistent-tradecraft-across-deployments/
domains,lumalisboa.com,1,https://www.microsoft.com/en-us/security/blog/2026/09/10/protecting-organizations-ai-assisted-executive-impersonation-invoice-fraud/
domains,lwip.git,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-02
domains,main.earlybirdinject,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
domains,main.extractcryptowallets,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
domains,main.intermodeldiscussion,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
domains,main.lsassdump,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
domains,main.main,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
domains,main.modelorchestrator,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
domains,main.queryllm,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
domains,main.sendtodiscord,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
domains,marketplace.mendix.com,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-06
domains,math.floor,1,https://isc.sans.edu/diary/rss/33348
domains,math.random,1,https://isc.sans.edu/diary/rss/33348
domains,mctci.com,1,https://www.microsoft.com/en-us/security/blog/2026/09/10/protecting-organizations-ai-assisted-executive-impersonation-invoice-fraud/
domains,next.js,1,https://www.rapid7.com/blog/post/pt-metasploit-wrap-up-goes-to-sixteen
domains,node.js,3,https://isc.sans.edu/diary/rss/33352 | https://www.microsoft.com/en-us/security/blog/2026/09/17/from-guidance-to-action-security-fundamentals-that-materially-reduce-risk/ | https://www.microsoft.com/en-us/security/blog/2026/09/22/unmasking-eviltokens-getting-to-the-root-of-device-code-phishing/
domains,ntds.dit,2,https://blog.talosintelligence.com/ransomware-incidents-in-japan-in-the-first-half-of-2026/ | https://www.microsoft.com/en-us/security/blog/2026/09/24/beyond-ransomware-tracking-storm-2570-consistent-tradecraft-across-deployments/
domains,ntds.txt,1,https://blog.talosintelligence.com/ransomware-incidents-in-japan-in-the-first-half-of-2026/
domains,ntdsutil.exe,1,https://www.microsoft.com/en-us/security/blog/2026/09/24/beyond-ransomware-tracking-storm-2570-consistent-tradecraft-across-deployments/
domains,nuf.co.jp,1,https://www.microsoft.com/en-us/security/blog/2026/09/10/protecting-organizations-ai-assisted-executive-impersonation-invoice-fraud/
domains,ocxwzw.write,1,https://isc.sans.edu/diary/rss/33348
domains,openrouter.ai,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
domains,output.txt,1,https://isc.sans.edu/diary/rss/33348
domains,overview.js,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-04
domains,overview.jsp,3,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-04 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-05 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-07
domains,photostudio.js,1,https://isc.sans.edu/diary/rss/33348
domains,powershell.exe,2,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/ | https://isc.sans.edu/diary/rss/33348
domains,products.the,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-05
domains,psexec.exe,1,https://www.microsoft.com/en-us/security/blog/2026/09/24/beyond-ransomware-tracking-storm-2570-consistent-tradecraft-across-deployments/
domains,psexec64.exe,1,https://www.microsoft.com/en-us/security/blog/2026/09/24/beyond-ransomware-tracking-storm-2570-consistent-tradecraft-across-deployments/
domains,railway.com,1,https://www.microsoft.com/en-us/security/blog/2026/09/22/unmasking-eviltokens-getting-to-the-root-of-device-code-phishing/
domains,rdp.bat,1,https://www.microsoft.com/en-us/security/blog/2026/09/24/beyond-ransomware-tracking-storm-2570-consistent-tradecraft-across-deployments/
domains,right.accountobjectid,1,https://www.microsoft.com/en-us/security/blog/2026/09/22/unmasking-eviltokens-getting-to-the-root-of-device-code-phishing/
domains,right.urlclickedbyusersid,1,https://www.microsoft.com/en-us/security/blog/2026/09/22/unmasking-eviltokens-getting-to-the-root-of-device-code-phishing/
domains,rundll32.exe,1,https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
domains,s.charset,1,https://isc.sans.edu/diary/rss/33348
domains,s.close,1,https://isc.sans.edu/diary/rss/33348
domains,s.open,1,https://isc.sans.edu/diary/rss/33348
domains,s.savetofile,1,https://isc.sans.edu/diary/rss/33348
domains,s.type,1,https://isc.sans.edu/diary/rss/33348
domains,s.writetext,1,https://isc.sans.edu/diary/rss/33348
domains,s5cmd.exe,1,https://www.microsoft.com/en-us/security/blog/2026/09/24/beyond-ransomware-tracking-storm-2570-consistent-tradecraft-across-deployments/
domains,sam.txt,1,https://blog.talosintelligence.com/ransomware-incidents-in-japan-in-the-first-half-of-2026/
domains,sample.exe,1,https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
domains,sans.edu,1,https://isc.sans.edu/diary/rss/33336
domains,savannah.nongnu.org,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-01
domains,schedule.service,1,https://isc.sans.edu/diary/rss/33348
domains,schtasks.exe,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
domains,scripting.filesystemobject,1,https://isc.sans.edu/diary/rss/33348
domains,secoh-qad.exe,2,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/ | https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
domains,secretsdump.py,1,https://blog.talosintelligence.com/ransomware-incidents-in-japan-in-the-first-half-of-2026/
domains,service-nowinc.com,1,https://www.microsoft.com/en-us/security/blog/2026/09/10/protecting-organizations-ai-assisted-executive-impersonation-invoice-fraud/
domains,siemens.com,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-07
domains,sion.gzips,1,https://isc.sans.edu/diary/rss/33348
domains,siplant-support.de,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-07
domains,sljdsq.length,1,https://isc.sans.edu/diary/rss/33348
domains,string.fromcharcode,1,https://isc.sans.edu/diary/rss/33348
domains,support.industry.siemens.com,5,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-05 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-03 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-04 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-07 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-08
domains,support.sw.siemens.com,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-07
domains,system.io.compres,1,https://isc.sans.edu/diary/rss/33348
domains,system.io.compression.compressionmode,1,https://isc.sans.edu/diary/rss/33348
domains,system.reflection.assemb,1,https://isc.sans.edu/diary/rss/33348
domains,system.security,1,https://isc.sans.edu/diary/rss/33348
domains,target.com,1,https://isc.sans.edu/diary/rss/33352
domains,tivityhealth.com,1,https://www.microsoft.com/en-us/security/blog/2026/09/10/protecting-organizations-ai-assisted-executive-impersonation-invoice-fraud/
domains,tmp00055df5.dll,1,https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
domains,tovimbatista.pt,1,https://www.microsoft.com/en-us/security/blog/2026/09/10/protecting-organizations-ai-assisted-executive-impersonation-invoice-fraud/
domains,uinsure.co.uk,1,https://www.microsoft.com/en-us/security/blog/2026/09/10/protecting-organizations-ai-assisted-executive-impersonation-invoice-fraud/
domains,v3560.charset,1,https://isc.sans.edu/diary/rss/33348
domains,v3560.close,1,https://isc.sans.edu/diary/rss/33348
domains,v3560.open,1,https://isc.sans.edu/diary/rss/33348
domains,v3560.position,1,https://isc.sans.edu/diary/rss/33348
domains,v3560.savetofile,1,https://isc.sans.edu/diary/rss/33348
domains,v3560.type,1,https://isc.sans.edu/diary/rss/33348
domains,v3560.writetext,1,https://isc.sans.edu/diary/rss/33348
domains,v5178.connect,1,https://isc.sans.edu/diary/rss/33348
domains,v5178.getfolder,1,https://isc.sans.edu/diary/rss/33348
domains,v6116.userdomain,1,https://isc.sans.edu/diary/rss/33348
domains,v6116.username,1,https://isc.sans.edu/diary/rss/33348
domains,v8593.environment,1,https://isc.sans.edu/diary/rss/33348
domains,v8593.expandenvironmentstrings,1,https://isc.sans.edu/diary/rss/33348
domains,v8593.run,1,https://isc.sans.edu/diary/rss/33348
domains,v8825.registertask,1,https://isc.sans.edu/diary/rss/33348
domains,v9719.copyfile,1,https://isc.sans.edu/diary/rss/33348
domains,v9719.createfolder,1,https://isc.sans.edu/diary/rss/33348
domains,v9719.folderexists,1,https://isc.sans.edu/diary/rss/33348
domains,vercel.app,1,https://www.microsoft.com/en-us/security/blog/2026/09/22/unmasking-eviltokens-getting-to-the-root-of-device-code-phishing/
domains,vid001.exe,2,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/ | https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
domains,w32.38d053135d-95.sbx.tg,1,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/
domains,w32.9f1f11a708-100.sbx.tg,2,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/ | https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
domains,w32.c4dd71e347-95.sbx.tg,2,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/ | https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
domains,w32.fed979f93b-95.sbx.tg,1,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/
domains,win.dropper.suloc,1,https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
domains,win.tool.procpatcher,2,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/ | https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
domains,workers.dev,1,https://www.microsoft.com/en-us/security/blog/2026/09/22/unmasking-eviltokens-getting-to-the-root-of-device-code-phishing/
domains,wscript.createobject,1,https://isc.sans.edu/diary/rss/33348
domains,wscript.exe,1,https://isc.sans.edu/diary/rss/33348
domains,wscript.network,1,https://isc.sans.edu/diary/rss/33348
domains,wscript.scriptfullname,1,https://isc.sans.edu/diary/rss/33348
domains,wscript.shell,1,https://isc.sans.edu/diary/rss/33348
domains,www.botslab.com,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-267-01
domains,www.cisa.gov,26,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-01 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-02 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-03 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-04 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-05 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-06 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-07 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-08 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-01 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-02 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-03 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-04 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-05 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-06 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-07 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-01 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-02 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-03 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-04 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-05 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-06 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-07 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-08 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-09 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-267-01 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-267-02
domains,www.hitachienergy.com,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-03
domains,www.mitsubishielectric.com,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-02
domains,www.myscada.org,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-03
domains,www.rfc-editor.org,1,https://isc.sans.edu/diary/rss/33352
domains,www.se.com,4,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-04 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-04 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-05 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-07
domains,www.siemens.com,9,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-05 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-06 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-07 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-03 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-04 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-05 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-06 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-07 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-08
domains,www.virustotal.com,1,https://isc.sans.edu/diary/rss/33348
domains,www.w3.org,1,https://isc.sans.edu/diary/rss/33348
domains,www.wartsila.com,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-02
domains,yapw.life,1,https://isc.sans.edu/diary/rss/33348
domains,zfqnba.read,1,https://isc.sans.edu/diary/rss/33348
sha256,250d4fa37488af9b025333fa17705573d721467b203765bc360890b4f5a90cd7,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
sha256,38d053135ddceaef0abb8296f3b0bf6114b25e10e6fa1bb8050aeecec4ba8f55,1,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/
sha256,408b2df6e81824fa5bdf4f0fbd185a7e6db06e2be98fbeebce416f66954b9fa9,1,https://isc.sans.edu/diary/rss/33348
sha256,5191cf625dfc209a347f137b50aea199e82040fd5ee9086fb3e2de73c133f3cb,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
sha256,5bb86c1cd08fe5e1516cba35c85fc03e503bd1b5469113ffa1f1b9e10897f811,1,https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
sha256,90b1456cdbe6bc2779ea0b4736ed9a998a71ae37390331b6ba87e389a49d3d59,1,https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
sha256,9896a6fcb9bb5ac1ec5297b4a65be3f647589adf7c37b45f3f7466decd6a4a7f,2,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/ | https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
sha256,9f1f11a708d393e0a4109ae189bc64f1f3e312653dcf317a2bd406f18ffcc507,2,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/ | https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
sha256,be73e8b06c4356b5b4644d69b4f426bb3b32b4bf9f14cc5743f17532799f760b,1,https://isc.sans.edu/diary/rss/33348
sha256,c13cea04f598e2b0c248d603a6e31bd13aabb64d8149c1b6a77b64e0b983a86f,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
sha256,c4dc171f2513fcaf9d5ecc815a94aee4063b213ab380f80bd3ac422dee5205a7,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
sha256,c4dd71e347a076ba24bdd2d0ee532ef991c1ef25a2431a19f850942ba2ab16b2,2,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/ | https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
sha256,e4130bf8769a50106a963b6a43dfd4fe5b56c70eae76a0de971d25993159acfe,1,https://isc.sans.edu/diary/rss/33348
sha256,eddbd0ecf7195d38fefae5b9d393abfa79e6f3f94bde19308ecef130a05a42e5,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
sha256,f5f1f8c3e7b883793800ab6ccf21b3e60bd0730f300b4595fe74a33adc17a63c,1,https://blog.talosintelligence.com/the-closed-quorum-inside-the-first-reported-autonomous-ai-c2-implant/
sha256,fed979f93bcaf4e73ebd25748093a92095d5109cbd01d55f97bdc50ce509ad2f,1,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/
sha1,f873b6295933e4149a2132adf3e9a2d2a676a5ec,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-02
sha1,f89407ea711879c04d91c92b35d67be78bbaf0f1,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-01
md5,207d9d891ac756b2bfad88aba5682c65,1,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/
md5,2915b3f8b703eb744fc54c81f4a9c67f,2,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/ | https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
md5,38de5b216c33833af710e88f7f64fc98,2,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/ | https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
md5,41444d7018601b599beac0c60ed1bf83,1,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/
md5,5d92d1fb5d5fbd79a588f22e994a4aff,1,https://isc.sans.edu/diary/rss/33348
md5,7acd5c5f1689332615c03357e143f51e,1,https://isc.sans.edu/diary/rss/33348
md5,9a47c4d379998ade2f8f99e23a630c06,2,https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/ | https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
md5,c2efb2dcacba6d3ccc175b6ce1b7ed0a,1,https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
md5,f351968c76eefc80d4e292a3f179b7b9,1,https://isc.sans.edu/diary/rss/33348
md5,f3e82419a43220a7a222fc01b7607adc,1,https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
